3536,18.096884,U-571
9087,11.056763,The American President
12177,13.218008,The Love Guru
12138,11.262655,3000 Miles to Graceland
273248,68.717016,The Hateful Eight
9955,19.412028,Blades of Glory
50359,16.791058,Hop
1271,65.197968,300
693,32.829538,Meet the Fockers
14306,30.951203,Marley & Me
497,103.698022,The Green Mile
11199,31.719463,Wild Hogs
9982,47.973995,Chicken Little
210577,143.041543,Gone Girl
2501,86.476817,The Bourne Identity
710,59.824565,GoldenEye
2275,18.345613,The General's Daughter
37165,56.488027,The Truman Show
9837,29.464852,The Prince of Egypt
10708,18.106021,Daddy Day Care
136400,42.881415,2 Guns
10992,18.735024,Cats & Dogs
9654,62.766854,The Italian Job
2642,24.153567,Two Weeks Notice
8916,41.515702,Antz
19899,26.676487,Couples Retreat
2119,16.278022,Days of Thunder
9641,18.831023,Cheaper by the Dozen 2
294254,113.161483,Maze Runner: The Scorch Trials
38167,28.800112,Eat Pray Love
5994,19.705489,The Family Man
39514,41.430245,RED
9563,23.127561,Any Given Sunday
547,12.867352,The Horse Whisperer
1538,44.815022,Collateral
9334,37.537093,The Scorpion King
11128,10.99991,Ladder 49
75780,56.868399,Jack Reacher
8914,22.991269,Deep Blue Sea
13576,15.798622,This Is It
39538,38.820858,Contagion
10628,10.292864,Kangaroo Jack
14836,51.146047,Coraline
8645,20.501582,The Happening
9509,45.299089,Man on Fire
10067,4.280619,The Shaggy Dog
9384,28.848842,Starsky & Hutch
9279,22.501041,Jingle All the Way
1487,47.479755,Hellboy
9422,10.147321,A Civil Action
77174,39.539045,ParaNorman
4824,19.747459,The Jackal
9620,29.018826,Paycheck
9302,4.801849,Up Close & Personal
10199,16.493576,The Tale of Despereaux
10771,21.549232,The Tuxedo
3512,13.080725,Under Siege 2: Dark Territory
137094,42.538258,Jack Ryan: Shadow Recruit
274479,29.876507,Joy
267860,61.849521,London Has Fallen
8078,37.44963,Alien: Resurrection
7485,37.378081,Shooter
170687,30.656345,The Boxtrolls
6435,15.142701,Practical Magic
137106,59.547928,The Lego Movie
10040,19.998581,Miss Congeniality 2: Armed and Fabulous
6278,27.615108,Reign of Fire
82682,29.041198,Gangster Squad
17610,25.293538,Year One
22954,23.85119,Invictus
16995,21.685719,State of Play
16558,13.630049,Duplicity
9849,6.80692,My Favorite Martian
5820,15.352807,The Sentinel
16866,23.661071,Planet 51
201,21.605533,Star Trek: Nemesis
11775,22.620125,Intolerable Cruelty
87825,18.587114,Trouble with the Curve
12201,24.657931,Edge of Darkness
11015,12.621769,The Relic
9932,21.08952,Analyze That
13389,18.380176,Righteous Kill
8838,18.877795,Mercury Rising
17332,17.299333,The Soloist
4958,16.848899,The Legend of Bagger Vance
786,21.547446,Almost Famous
9513,16.930969,Garfield: A Tail of Two Kitties
11679,36.689223,xXx: State of the Union
38321,28.350927,Priest
14411,18.815442,Sinbad: Legend of the Seven Seas
8413,29.787135,Event Horizon
10052,8.927137,Dragonfly
9676,15.213484,The Black Dahlia
9664,13.155999,Flyboys
2100,15.433244,The Last Castle
10384,5.762037,Supernova
137321,22.736038,Winter's Tale
123553,45.514031,The Mortal Instruments: City of Bones
11260,18.676291,Meet Dave
9009,14.376463,Dark Water
11374,14.298297,Edtv
2309,27.018886,Inkheart
8285,14.84856,The Spirit
210860,52.417529,Mortdecai
2312,15.406173,In the Name of the King: A Dungeon Siege Tale
9839,6.523472,Beyond Borders
381902,4.72629,The Monkey King 2
13922,8.923215,The Great Raid
293660,514.569956,Deadpool
9713,9.265672,Holy Man
190859,87.53437,American Sniper
257445,45.351617,Goosebumps
9007,13.43573,Just Like Heaven
889,6.248309,The Flintstones in Viva Rock Vegas
1370,31.294717,Rambo III
4942,7.739276,Leatherheads
347969,19.694695,The Ridiculous 6
24438,14.403696,Did You Hear About the Morgans?
116741,1.551497,The Internship
35791,2.143764,Resident Evil: Afterlife
72431,12.29603,Red Tails
1813,33.8473,The Devil's Advocate
87428,21.723897,That's My Boy
8840,31.791979,DragonHeart
10589,14.113066,After the Sunset
71676,48.622278,Ghost Rider: Spirit of Vengeance
1722,9.061866,Captain Corelli's Mandolin
10022,35.4763,The Pacifier
11358,23.438398,Walking Tall
13,138.133331,Forrest Gump
6477,47.336034,Alvin and the Chipmunks
1597,29.97224,Meet the Parents
10530,47.845589,Pocahontas
1924,48.507081,Superman
9327,20.28119,The Nutty Professor
8488,34.576913,Hitch
10603,22.573237,George of the Jungle
8273,36.194802,American Wedding
109424,52.786917,Captain Phillips
35056,38.06168,Date Night
8839,19.830132,Casper
156022,79.922059,The Equalizer
7303,19.738215,Maid in Manhattan
8963,20.334629,Crimson Tide
1402,80.581367,The Pursuit of Happyness
9315,32.05145,Flightplan
8984,15.064058,Disclosure
795,21.272734,City of Angels
