74,88,"2010-11-11","2011-07-18"
143,88,"2010-12-03","2011-07-18"
44,88,"2010-10-18","2011-07-18"
1,88,"2011-02-23","2011-07-18"
318,88,"2010-12-14","2011-07-18"
236,88,"2010-10-31","2011-07-18"
624,88,"2010-10-17","2011-07-18"
71,88,"2011-01-06","2011-07-18"
198,88,"2010-10-27","2011-07-18"
67,88,"2010-10-22","2011-07-18"
173,88,"2010-10-19","2011-07-18"
62,88,"2010-11-23","2011-07-18"
695,88,"2010-10-15","2011-07-18"
1004,88,"2010-12-30","2011-07-18"
624,4,"2011-07-18","2012-05-31"
445,115,"2012-02-28","2012-05-03"
321,115,"2012-04-09","2012-06-23"
205,86,"2011-07-26","2011-12-02"
234,86,"2011-03-29","2011-12-02"
352,86,"2011-01-01","2011-12-02"
1159,86,"2011-09-17","2011-12-02"
349,25,"2011-11-23","2012-06-15"
320,25,"2011-01-02","2012-06-15"
308,25,"2010-06-30","2010-07-23"
238,116,"2011-05-23","2011-08-02"
145,116,"2011-06-13","2011-08-02"
870,116,"2011-05-23","2011-08-02"
306,116,"2011-05-23","2011-08-02"
160,116,"2011-05-23","2011-08-02"
308,117,"2011-10-03","2012-06-10"
428,117,"2011-09-05","2012-06-10"
1063,117,"2011-06-17","2012-06-03"
427,117,"2011-09-15","2012-06-04"
294,117,"2011-06-13","2012-06-04"
579,118,"2011-03-20",
330,69,"2013-01-11",
1160,79,"2011-03-24","2012-08-14"
497,79,"2011-03-24","2012-08-14"
386,79,"2011-09-22","2012-08-14"
681,79,"2011-03-24","2012-08-14"
813,79,"2011-03-24","2012-08-14"
